project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Acquisition of Computer Software to enhance service delivery,0.0,0.0,0.0,10000000.0,0.0,356,0.74498,0.76345,052111300100,DRUGS MANAGEMENT AND MEDICAL CONSUMABLES AGENCY (DMMA),23050102,COMPUTER SOFTWARE ACQUISITION,70711,PHARMACEUTICAL PRODUCTS,20530200,BAUCHI,04060126000504,Sustainable drug supply
supervision and inspection of DRF activities in implementing Healthcare Facilitiesprojects under construction and repairs at DMMA,0.0,0.0,0.0,30000000.0,0.0,356,0.7559,0.77437,052111300100,DRUGS MANAGEMENT AND MEDICAL CONSUMABLES AGENCY (DMMA),23050103,MONITORING AND EVALUATION,70711,PHARMACEUTICAL PRODUCTS,20542400,STATE WIDE,04060126000604,Sustainable drug supply
Purchase of 100 Units Executive Chairs and Tables for the Staff,30000000.0,30000000.0,2690000.0,90000000.0,0.0,356,0.80965,0.82813,052111500100,SPECIALIST HOSPITAL BAUCHI,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04010324017903,Health sector coordination mechanisms
Purchase of 2 Units Anasethetic Machines at Specialist Hospital,40000000.0,40000000.0,538600.0,150000000.0,0.0,356,0.82057,0.83904,052111500100,SPECIALIST HOSPITAL BAUCHI,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04050124018003,Functional health facilities
Purchase and Provision of Medical Equipment for Specialist Hospital Bauchi,550000000.0,550000000.0,20686000.0,50000000.0,0.0,356,0.83065,0.84912,052111500100,SPECIALIST HOSPITAL BAUCHI,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04050124018103,Functional health facilities
Provision of Cold Room and Facilities at Specialist Hospital,20000000.0,20000000.0,0.0,25000000.0,0.0,356,0.84156,0.86004,052111500100,SPECIALIST HOSPITAL BAUCHI,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04050124018203,Functional health facilities
Building of Immunization Shades at Specialist Hospital,20000000.0,20000000.0,0.0,26000000.0,0.0,356,0.85248,0.87096,052111500100,SPECIALIST HOSPITAL BAUCHI,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04060224018303,Vaccines supply chain
"Purchase and Supply of Medical Equipment for the Specialist Hospital, Bauchi",20000000.0,20000000.0,3430000.0,30000000.0,0.0,356,0.86256,0.88104,052111500100,SPECIALIST HOSPITAL BAUCHI,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04050124018403,Functional health facilities
Renovation of Housemanship Quarters at Specialist Hospital,120000000.0,120000000.0,0.0,400000000.0,0.0,356,0.87348,0.89196,052111500100,SPECIALIST HOSPITAL BAUCHI,23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04050124018503,Functional health facilities
Renovation of 3 nos. of senior Staff Quarters,100000000.0,100000000.0,0.0,0.0,0.0,356,0.8844,0.90288,052111500100,SPECIALIST HOSPITAL BAUCHI,23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04050124018603,Functional health facilities
Rehabilitation and Repairs of Administrative Building at Specialist Hospital,80000000.0,80000000.0,0.0,0.0,0.0,356,0.89532,0.91379,052111500100,SPECIALIST HOSPITAL BAUCHI,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04010324018703,Health sector coordination mechanisms
General Renovation of Specialist Hospital,350000000.0,350000000.0,0.0,0.0,0.0,357,0.09323,0.1117,052111500100,SPECIALIST HOSPITAL BAUCHI,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70722,SPECIALIZED MEDICAL SERVICES,20530200,BAUCHI,04050124018803,Functional health facilities
Local Government Contribution to BACATMA on the fight against HIV and TB,75000000.0,75000000.0,19950000.0,75000000.0,0.0,357,0.14698,0.16546,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04050223019704,Planned Preventive Maintenance (PPM)
Renovation of DOT office in Bayara,10000000.0,20000000.0,26872000.0,0.0,0.0,357,0.1579,0.17638,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04050123019804,Functional health facilities
"Renovation of TBLC Shade in Bauchi,Misau and Azare",3500000.0,3500000.0,0.0,0.0,0.0,357,0.16798,0.18645,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,20542400,STATE WIDE,04050123019904,Functional health facilities
"Operational Research on AIDS,TB,Hepatities & Malaria",7500000.0,7500000.0,0.0,7500000.0,0.0,357,0.1789,0.19737,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23050101,RESEARCH AND DEVELOPMENT,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04070323020004,"Research and development (Institutional Review Board, Clinical Trials)"
Supervision and Inspection of BACATMA Programmes and Projects,15000000.0,15000000.0,0.0,25000000.0,0.0,357,0.18981,0.20829,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23050103,MONITORING AND EVALUATION,70741,PUBLIC HEALTH SERVICES,20542400,STATE WIDE,04070423020104,Monitoring and Evaluation (M&E)
Purchase of 10(Unit) of Motor Cycles for 10 LGA TBL Supervisors.,5000000.0,5000000.0,0.0,10000000.0,0.0,357,0.20073,0.21921,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23010104,PURCHASE MOTOR CYCLES,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04010423020204,Integrated supportive supervision
Purchase of 10 Units Executive Tables and Chairs for BACATMA Office,5000000.0,5000000.0,0.0,5000000.0,0.0,357,0.21081,0.22929,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04010323020304,Health sector coordination mechanisms
PURCHASE OF COMPUTERS 10 (Unit) OF LAPTOPS,15000000.0,15000000.0,0.0,0.0,0.0,357,0.22173,0.24021,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23010113,PURCHASE OF COMPUTERS,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04070123020404,Routine information system
"Purchase and Provision of Health and Medical Equipment for BACATMA Programmes and Projects.( HIV,TB, Leprosy & Malaria Drugs,RD Kits, Consumables & Services)",70000000.0,70000000.0,0.0,250000000.0,0.0,357,0.23265,0.25113,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04060123020504,Sustainable drug supply
Annual State Anniversary for the Conduct of Seasonal Malaria Chemo preventions in 20 LGAs,50000000.0,50000000.0,0.0,50000000.0,0.0,357,0.24273,0.2612,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23050104,ANNIVERSARIES/CELEBRATIONS,70741,PUBLIC HEALTH SERVICES,20542400,STATE WIDE,04050223020604,Planned Preventive Maintenance (PPM)
Annual State Anniversary for the Conduct Malaria LLIN Mass Replacement Campaign to distribute 4.8 Million LLIN in 20 LGAs,0.0,0.0,0.0,935000000.0,0.0,357,0.25365,0.27212,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23050104,ANNIVERSARIES/CELEBRATIONS,70741,PUBLIC HEALTH SERVICES,20542400,STATE WIDE,04030223020704,Child health
Purchase and Supply of Medical Equipment for the control of Malaria and Infant Mortality,40000000.0,40000000.0,0.0,40000000.0,0.0,357,0.26456,0.28304,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70741,PUBLIC HEALTH SERVICES,20542400,STATE WIDE,04030223020804,Child health
"PURCHASE of TB, PCR & Gene-Xpert Machine for TB Screening (2 Units)",100000000.0,100000000.0,0.0,0.0,0.0,357,0.27548,0.29396,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04050123020904,Functional health facilities
Renovation of Direct Observed Treatment (DOT) Centres across the 20 LGAs in the State.,0.0,0.0,0.0,30000000.0,0.0,357,0.28556,0.30404,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,20542400,STATE WIDE,04030426000204,Communicable diseases
"Renovation of State Tuberculosis /Leprosy Control (STBLC) Office Bayara, Infectious Diseases Hospital (IDH) Bayara, and TBL training institute Bayara.",0.0,0.0,0.0,150000000.0,0.0,357,0.29648,0.31496,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04030426000304,Communicable diseases
Rehabilitation and Renovation of BACATMA Headquarters Office Building.,0.0,0.0,0.0,25000000.0,0.0,357,0.3074,0.32588,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04050126003504,Functional health facilities
Construction of Confrence Hall at BACATMA office.,0.0,0.0,0.0,48000000.0,0.0,357,0.31832,0.33679,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04050126003604,Functional health facilities
"Renovation and Repair of BACATMA Drugs store office in Jahun, Bauchi LGA.",0.0,0.0,0.0,10000000.0,0.0,357,0.32839,0.34687,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04050126003704,Functional health facilities
"Purchase of Side Stools (62 Units), Patients benches (96 Units), for 31 Compreheinsive Anti Retroviral Treatment Centres (ARTs).",0.0,0.0,0.0,13000000.0,0.0,357,0.33931,0.35779,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70741,PUBLIC HEALTH SERVICES,20530200,BAUCHI,04050126003804,Functional health facilities
"Rehabilitation and Repairs of TB, PCR & Gene-Xpert Machine(Molecular Machines) for TB Screening/HIV across the State",0.0,0.0,0.0,70000000.0,0.0,357,0.35023,0.36871,052111600100,"BAUCHI STATE AGENCY FOR THE CONTROL OF HIV/AIDS, TUBERCULOSES, LEPROSY AND MALARIA (BACATMA)",23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,20542400,STATE WIDE,04030426000404,Communicable diseases
Purchase of 5 Units Executive Chairs and Tables,2000000.0,2000000.0,0.0,5000000.0,0.0,357,0.40314,0.42162,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323020204,Health sector coordination mechanisms
Purchase of 10 Laptops and 5 Desktop Computers,19110000.0,19110000.0,0.0,22148490.0,0.0,357,0.41406,0.43254,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010113,PURCHASE OF COMPUTERS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323020304,Health sector coordination mechanisms
Purchase of Printers 5 nos. for Staff,1820000.0,1820000.0,0.0,2250000.0,0.0,357,0.42498,0.44346,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010114,PURCHASE OF COMPUTER PRINTERS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323020404,Health sector coordination mechanisms
Purchase of 2 no of XEROX Photocopying Machines,2860000.0,2860000.0,0.0,3900000.0,0.0,357,0.43506,0.45354,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323020504,Health sector coordination mechanisms
Purchase of 3 NO Scanners,910000.0,910000.0,0.0,1054690.0,0.0,357,0.44598,0.46446,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010118,PURCHASE OF SCANNERS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323020604,Health sector coordination mechanisms
Purchase of 1 NO OF K V A Generating Set,8814000.0,8814000.0,0.0,10215426.0,0.0,357,0.4569,0.47537,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010119,PURCHASE OF POWER GENERATING SET,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323020704,Health sector coordination mechanisms
Purchase of 10 Units Fire Extinguiher and Fighting Equipment,2990000.0,2990000.0,0.0,3465410.0,0.0,357,0.46782,0.48629,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010123,PURCHASE OF FIRE FIGHTING EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323020804,Health sector coordination mechanisms
Provision of Altarnative Solar Power Equipment,6760000.0,6760000.0,1300000.0,7834840.0,0.0,357,0.47789,0.49637,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323020904,Health sector coordination mechanisms
Purchase of Medical Equipment for Health Care Services in the State.,1440000000.0,740000000.0,800500000.0,2900000000.0,0.0,357,0.48881,0.50729,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123021004,Functional health facilities
Purchase of Medical and Health Equipment to Improve and strengthening Health insurance Policy,13350000.0,13350000.0,0.0,13350000.0,0.0,357,0.49973,0.51821,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123021104,Functional health facilities
Acquisition of Computer software to enhance service delivery,5000000.0,5000000.0,0.0,50000000.0,0.0,357,0.51065,0.52913,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23050102,COMPUTER SOFTWARE ACQUISITION,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04070123021204,Routine information system
Supervision and Inspection of all accredited Projects and Programmes under Construction and Repairs by Health Contributory Management Agency,100500000.0,100500000.0,1779980.0,116479500.0,0.0,357,0.52073,0.53921,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23050103,MONITORING AND EVALUATION,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04070423021304,Monitoring and Evaluation (M&E)
Annual Commomeration of Health Anneverseries Activities,6000000.0,6000000.0,0.0,6954000.0,0.0,357,0.53165,0.55012,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23050104,ANNIVERSARIES/CELEBRATIONS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04070323021404,"Research and development (Institutional Review Board, Clinical Trials)"
Purchase of Medical Equipment through Subsidy to Supplement other Contributions to BASCHMA,300000000.0,300000000.0,0.0,347700000.0,0.0,357,0.54257,0.56104,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123021504,Functional health facilities
Purchase of Medical Equipment through Bauchi State Health Trust Fund,68886000.0,68886000.0,0.0,40000000.0,0.0,357,0.55264,0.57112,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123021604,Functional health facilities
Purchase Provision of Medical Equipment.,90000000.0,90000000.0,0.0,104310000.0,0.0,357,0.56356,0.58204,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123021704,Functional health facilities
Purchase of Medical Equipment through the Federal Government Basic Health Care Provision Fund.,1000000000.0,600000000.0,520573862.5,2100000000.0,0.0,357,0.57448,0.59296,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123021804,Functional health facilities
Purchase of Medical Equipment from the State Government,375000000.0,375000000.0,200450000.0,750000000.0,0.0,357,0.5854,0.60388,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123021904,Functional health facilities
Purchase of Medical and Health Equipment to improve and strengthening Health insurance Policy,5000000.0,5000000.0,0.0,5795000.0,0.0,357,0.59548,0.61396,052100200100,HEALTH CONTRIBUTORY MANAGEMENT AGENCY,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123022004,Functional health facilities
Purchase of 3 NO Monitoring Vehicles,225000000.0,225000000.0,0.0,0.0,0.0,357,0.64923,0.66771,052111700100,BAUCHI STATE HEALTH TRUST FUND,23010105,PURCHASE OF MOTOR VEHICLES,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323022104,Health sector coordination mechanisms
Purchase of 25 Units Executive Table and Chairs,20000000.0,20000000.0,0.0,50000000.0,0.0,357,0.66015,0.67863,052111700100,BAUCHI STATE HEALTH TRUST FUND,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323022204,Health sector coordination mechanisms
Purchase of 6 N0 Laptop and 8 Desktop Computers,5000000.0,5000000.0,0.0,0.0,0.0,357,0.67023,0.68871,052111700100,BAUCHI STATE HEALTH TRUST FUND,23010113,PURCHASE OF COMPUTERS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323022304,Health sector coordination mechanisms
Purchase of 8 no of Computer Printers,3000000.0,3000000.0,0.0,0.0,0.0,357,0.68115,0.69962,052111700100,BAUCHI STATE HEALTH TRUST FUND,23010114,PURCHASE OF COMPUTER PRINTERS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323022404,Health sector coordination mechanisms
Purchase of 1 no Photocopying Machines,2800000.0,2800000.0,4120000.0,0.0,0.0,357,0.69206,0.71054,052111700100,BAUCHI STATE HEALTH TRUST FUND,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323022504,Health sector coordination mechanisms
Purchase of 7 no of Scanners,1500000.0,1500000.0,0.0,0.0,0.0,357,0.70298,0.72146,052111700100,BAUCHI STATE HEALTH TRUST FUND,23010118,PURCHASE OF SCANNERS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323022604,Health sector coordination mechanisms
Purchase of 5 no Sound proof KVA Generator Set,150000000.0,150000000.0,0.0,150000000.0,0.0,357,0.71306,0.73154,052111700100,BAUCHI STATE HEALTH TRUST FUND,23010119,PURCHASE OF POWER GENERATING SET,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323022704,Health sector coordination mechanisms
Purchase of Medical Equipment and Beddings for Distribution to Hospitals,425070820.0,425070820.0,477864000.0,0.0,0.0,357,0.72398,0.74246,052111700100,BAUCHI STATE HEALTH TRUST FUND,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123022804,Functional health facilities
Purchase of 10 no Fire Extinguisher Equipment,10000000.0,10000000.0,0.0,10000000.0,0.0,357,0.7349,0.75338,052111700100,BAUCHI STATE HEALTH TRUST FUND,23010123,PURCHASE OF FIRE FIGHTING EQUIPMENT,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323022904,Health sector coordination mechanisms
Rehabilitation of Health Centres Across the State,500000000.0,500000000.0,72100000.0,0.0,0.0,357,0.74498,0.76345,052111700100,BAUCHI STATE HEALTH TRUST FUND,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04050123023004,Functional health facilities
Rehabilitation Corporate Office Buildings,100000000.0,100000000.0,0.0,50000000.0,0.0,357,0.7559,0.77437,052111700100,BAUCHI STATE HEALTH TRUST FUND,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323023104,Health sector coordination mechanisms
Undertaking Research for the Improvement and strengthening of Health Insurance Programmes,45000000.0,45000000.0,69654672.0,50000000.0,0.0,357,0.76681,0.78529,052111700100,BAUCHI STATE HEALTH TRUST FUND,23050101,RESEARCH AND DEVELOPMENT,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04100123023204,Health Not Elsewhere Classified
Supervision and Inspection of all accredited Bauchi State Health Trust Projects and Programmes under Construction and Repairs,164800000.0,164800000.0,67248000.0,0.0,0.0,357,0.77773,0.79621,052111700100,BAUCHI STATE HEALTH TRUST FUND,23050103,MONITORING AND EVALUATION,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04070423023304,Monitoring and Evaluation (M&E)
"Bauchi State Health Trust Fund Supervision,Monitoring and Evaluation Project",35000000.0,35000000.0,18464000.0,50000000.0,0.0,357,0.78781,0.80629,052111700100,BAUCHI STATE HEALTH TRUST FUND,23050103,MONITORING AND EVALUATION,70721,GENERAL MEDICAL SERVICES,20542400,STATE WIDE,04070423023404,Monitoring and Evaluation (M&E)
Rehabilitation and Repairs of Corporate Office Buildings at Bauchi,200000000.0,200000000.0,7736000.0,0.0,0.0,357,0.79873,0.81721,052111700100,BAUCHI STATE HEALTH TRUST FUND,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70721,GENERAL MEDICAL SERVICES,20530200,BAUCHI,04010323023504,Health sector coordination mechanisms
Purchase of Gymnasium and Recreational Equipment for Sporting Equipment,0.0,0.0,711500912.0,30000000.0,0.0,357,0.85248,0.87096,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23010101,PURCHASE / ACQUISITION OF LAND,70811,RECREATIONAL AND SPORTING SERVICES,20542400,STATE WIDE,08100123000100,Youth - General
Purchase of 7 Units Executive Tables and Chairs for Principals Officers,50000000.0,50000000.0,18140000.0,2000000.0,0.0,357,0.86256,0.88104,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123000200,Youth - General
purchase of 30 Nos of life wear jackets,5000000.0,5000000.0,0.0,20000000.0,0.0,357,0.87348,0.89196,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23010126,PURCHASE OF SPORTING / GAMING EQUIPMENT,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123000300,Youth - General
purchase of sporting wears and Kits,30000000.0,0.0,0.0,40000000.0,0.0,357,0.8844,0.90288,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23010126,PURCHASE OF SPORTING / GAMING EQUIPMENT,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123000400,Youth - General
Constructions/ Provision of Skill Acquistion Centres for Youths Across the State.,35000000.0,30000000.0,0.0,0.0,0.0,357,0.89532,0.91379,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70811,RECREATIONAL AND SPORTING SERVICES,20542400,STATE WIDE,08100123000500,Youth - General
Const. and Provision of Sporting Facilities in Location that are Densly Populated by Youth Across the State.,65000000.0,35000000.0,0.0,0.0,0.0,358,0.09323,0.1117,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23020112,CONSTRUCTION / PROVISION OF SPORTING FACILITIES,70811,RECREATIONAL AND SPORTING SERVICES,20542400,STATE WIDE,08100123000600,Youth - General
Construction and Provision of Car Park Lots at the Stadium and Multi Sports Hall Premises.,3500000.0,65000000.0,0.0,0.0,0.0,358,0.10415,0.12262,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123000700,Youth - General
Rehabilitation of Games Village Bauchi for the Establishment of Bauchi Football Academy.,15000000.0,3500000.0,0.0,3300000000.0,0.0,358,0.11506,0.13354,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23030111,REHABILITATION / REPAIRS - SPORTING FACILITIES,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123000800,Youth - General
